b'Suzumiya Haruhi no Shoushitsu\nThe Disappearance of Haruhi Suzumiya',8.62,Episodes: 1,,Studios: Kyoto Animation,Source: Light novel,,"Members: 551,967"
b'Mushishi Zoku Shou: Suzu no Shizuku',8.60,Episodes: 1,,Studios: Artland,Source: Manga,,"Members: 112,655"
b'Ookami Kodomo no Ame to Yuki\nWolf Children',8.60,Episodes: 1,,Studios: Studio Chizu,Source: Original,,"Members: 721,724"
b'Shouwa Genroku Rakugo Shinjuu\nShowa Genroku Rakugo Shinju',8.59,Episodes: 13,,Studios: Studio Deen,Source: Manga,Premiered: Winter 2016,"Members: 260,882"
b'Kizumonogatari II: Nekketsu-hen\nKizumonogatari Part 2: Hot-Blooded',8.59,Episodes: 1,,Studios: Shaft,Source: Light novel,,"Members: 382,829"
b'Hajime no Ippo: Rising\nHajime No Ippo: The Fighting!',8.58,Episodes: 25,,"Studios: Madhouse, MAPPA",Source: Manga,Premiered: Fall 2013,"Members: 210,033"
"b""JoJo no Kimyou na Bouken Part 5: Ougon no Kaze\nJoJo's Bizarre Adventure: Golden Wind""",8.58,Episodes: 39,,Studios: David Production,Source: Manga,Premiered: Fall 2018,"Members: 805,211"
"b""Natsume Yuujinchou Go\nNatsume's Book of Friends Season 5""",8.58,Episodes: 11,,Studios: Shuka,Source: Manga,Premiered: Fall 2016,"Members: 160,339"
"b""Natsume Yuujinchou San\nNatsume's Book of Friends Season 3""",8.58,Episodes: 13,,Studios: Brain's Base,Source: Manga,Premiered: Summer 2011,"Members: 226,586"
b'ShoujoKageki Revue Starlight Movie',8.58,Episodes: 1,,Studios: Kinema Citrus,Source: Original,,"Members: 8,267"
b'Yojouhan Shinwa Taikei\nThe Tatami Galaxy',8.58,Episodes: 11,,Studios: Madhouse,Source: Novel,Premiered: Spring 2010,"Members: 382,012"
b'Tengen Toppa Gurren Lagann Movie 2: Lagann-hen\nGurren Lagann The Movie: The Lights in the Sky are Stars',8.57,Episodes: 1,,Studios: Gainax,Source: Original,,"Members: 191,050"
b'Fate/Zero 2nd Season\nFate/Zero Season 2',8.57,Episodes: 12,,Studios: ufotable,Source: Light novel,Premiered: Spring 2012,"Members: 982,123"
b'Fruits Basket 2nd Season',8.57,Episodes: 25,,Studios: TMS Entertainment,Source: Manga,Premiered: Spring 2020,"Members: 379,893"
b'Kimi no Suizou wo Tabetai\nI want to eat your pancreas',8.57,Episodes: 1,,Studios: Studio VOLN,Source: Novel,,"Members: 733,643"
b'Jujutsu Kaisen 0 Movie',8.56,Episodes: 1,,Studios: MAPPA,Source: Manga,,"Members: 323,516"
b'Kimetsu no Yaiba\nDemon Slayer: Kimetsu no Yaiba',8.56,Episodes: 26,,Studios: ufotable,Source: Manga,Premiered: Spring 2019,"Members: 2,329,853"
b'Bakuman. 3rd Season\nBakuman.',8.55,Episodes: 25,,Studios: J.C.Staff,Source: Manga,Premiered: Fall 2012,"Members: 301,873"
b'Mushishi: Hihamukage\nThe Shadow that Devours the Sun',8.55,Episodes: 1,,Studios: Artland,Source: Manga,,"Members: 122,368"
b'Neon Genesis Evangelion: The End of Evangelion',8.55,Episodes: 1,,"Studios: Gainax, Production I.G",Source: Original,,"Members: 764,524"
b'Yakusoku no Neverland\nThe Promised Neverland',8.55,Episodes: 12,,Studios: CloverWorks,Source: Manga,Premiered: Winter 2019,"Members: 1,634,385"
"b""Zoku Natsume Yuujinchou\nNatsume's Book of Friends Season 2""",8.55,Episodes: 13,,Studios: Brain's Base,Source: Manga,Premiered: Winter 2009,"Members: 223,882"
b'Sora yori mo Tooi Basho\nA Place Further Than The Universe',8.54,Episodes: 13,,Studios: Madhouse,Source: Original,Premiered: Winter 2018,"Members: 426,823"
b'Yuru Camp Season 2\nLaid-Back Camp Season 2',8.54,Episodes: 13,,Studios: C-Station,Source: Manga,Premiered: Winter 2021,"Members: 172,209"
"b""Fate/stay night Movie: Heaven's Feel - II. Lost Butterfly\nFate/stay night: Heaven's Feel - II. Lost Butterfly""",8.54,Episodes: 1,,Studios: ufotable,Source: Visual novel,,"Members: 309,979"
b'Haikyuu!! To the Top 2nd Season\nHaikyu!! To the Top',8.54,Episodes: 12,,Studios: Production I.G,Source: Manga,Premiered: Fall 2020,"Members: 622,841"
"b""JoJo no Kimyou na Bouken Part 6: Stone Ocean\nJoJo's Bizarre Adventure: Stone Ocean""",8.54,Episodes: Unknown,,Studios: David Production,Source: Manga,,"Members: 305,245"
b'Kara no Kyoukai 5: Mujun Rasen\nthe Garden of sinners Chapter 5: Paradox Paradigm',8.54,Episodes: 1,,Studios: ufotable,Source: Light novel,,"Members: 215,208"
b'Gintama.: Porori-hen\nGintama.: Slip Arc',8.53,Episodes: 13,,Studios: Bandai Namco Pictures,Source: Manga,Premiered: Fall 2017,"Members: 167,660"
b'Kenpuu Denki Berserk\nBerserk',8.53,Episodes: 25,,Studios: OLM,Source: Manga,Premiered: Fall 1997,"Members: 521,293"
b'Slam Dunk',8.53,Episodes: 101,,Studios: Toei Animation,Source: Manga,Premiered: Fall 1993,"Members: 248,564"
b'Perfect Blue',8.52,Episodes: 1,,Studios: Madhouse,Source: Novel,,"Members: 543,314"
b'Shingeki no Kyojin\nAttack on Titan',8.52,Episodes: 25,,Studios: Wit Studio,Source: Manga,Premiered: Spring 2013,"Members: 3,332,866"
b'Steins;Gate 0',8.52,Episodes: 23,,Studios: White Fox,Source: Visual novel,Premiered: Spring 2018,"Members: 740,813"
b'Gintama Movie 1: Shinyaku Benizakura-hen\nGintama: The Movie',8.52,Episodes: 1,,Studios: Sunrise,Source: Manga,,"Members: 141,887"
b'Koukaku Kidoutai: Stand Alone Complex 2nd GIG\nGhost in the Shell: Stand Alone Complex 2nd GIG',8.52,Episodes: 26,,Studios: Production I.G,Source: Manga,Premiered: Winter 2004,"Members: 208,417"
b'Ansatsu Kyoushitsu 2nd Season\nAssassination Classroom Second Season',8.51,Episodes: 25,,Studios: Lerche,Source: Manga,Premiered: Winter 2016,"Members: 1,197,732"
b'Banana Fish',8.51,Episodes: 24,,Studios: MAPPA,Source: Manga,Premiered: Summer 2018,"Members: 684,597"
b'Hotaru no Haka\nGrave of the Fireflies',8.51,Episodes: 1,,Studios: Studio Ghibli,Source: Novel,,"Members: 560,386"
b'Nana',8.51,Episodes: 47,,Studios: Madhouse,Source: Manga,Premiered: Spring 2006,"Members: 531,178"
b'One Punch Man',8.51,Episodes: 12,,Studios: Madhouse,Source: Web manga,Premiered: Fall 2015,"Members: 2,725,779"
b'Uchuu Kyoudai\nSpace Brothers',8.51,Episodes: 99,,Studios: A-1 Pictures,Source: Manga,Premiered: Spring 2012,"Members: 172,316"
b'Rainbow: Nisha Rokubou no Shichinin\nRainbow',8.50,Episodes: 26,,Studios: Madhouse,Source: Manga,Premiered: Spring 2010,"Members: 352,373"
b'Samurai Champloo',8.50,Episodes: 26,,Studios: Manglobe,Source: Original,Premiered: Spring 2004,"Members: 1,077,519"
b'Shingeki no Kyojin Season 2\nAttack on Titan Season 2',8.50,Episodes: 12,,Studios: Wit Studio,Source: Manga,Premiered: Spring 2017,"Members: 2,242,337"
b'Tian Guan Ci Fu Special',8.50,Episodes: 1,,Studios: Haoliners Animation League,Source: Web novel,,"Members: 28,343"
b'Aria the Origination',8.50,Episodes: 13,,Studios: Hal Film Maker,Source: Manga,Premiered: Winter 2008,"Members: 112,756"
"b""JoJo no Kimyou na Bouken Part 4: Diamond wa Kudakenai\nJoJo's Bizarre Adventure: Diamond is Unbreakable""",8.50,Episodes: 39,,Studios: David Production,Source: Manga,Premiered: Spring 2016,"Members: 899,412"
b'Re:Zero kara Hajimeru Isekai Seikatsu 2nd Season Part 2',8.49,Episodes: 12,,Studios: White Fox,Source: Light novel,Premiered: Winter 2021,"Members: 668,659"
b'Mo Dao Zu Shi',8.48,Episodes: 15,,Studios: B.CMAY PICTURES,Source: Web novel,,"Members: 186,356"
b'Mob Psycho 100',8.48,Episodes: 12,,Studios: Bones,Source: Web manga,Premiered: Summer 2016,"Members: 1,675,637"
b'Chihayafuru 3',8.48,Episodes: 24,,Studios: Madhouse,Source: Manga,Premiered: Fall 2019,"Members: 115,991"
b'Gintama: The Semi-Final',8.48,Episodes: 2,,Studios: Bandai Namco Pictures,Source: Manga,,"Members: 51,814"
"b'Josee to Tora to Sakana-tachi\nJosee, the Tiger and the Fish'",8.48,Episodes: 1,,Studios: Bones,Source: Novel,,"Members: 270,413"
"b""Kono Subarashii Sekai ni Shukufuku wo! Movie: Kurenai Densetsu\nKonoSuba: God's Blessing on This Wonderful World!: Legend of Crimson""",8.47,Episodes: 1,,Studios: J.C.Staff,Source: Light novel,,"Members: 615,844"
b'Zoku Owarimonogatari',8.47,Episodes: 6,,Studios: Shaft,Source: Light novel,,"Members: 192,105"
b'Mo Dao Zu Shi: Xian Yun Pian',8.46,Episodes: 8,,Studios: B.CMAY PICTURES,Source: Web novel,,"Members: 81,378"
b'Nichijou\nNichijou - My Ordinary Life',8.46,Episodes: 26,,Studios: Kyoto Animation,Source: Manga,Premiered: Spring 2011,"Members: 770,356"
b'Owarimonogatari',8.46,Episodes: 12,,Studios: Shaft,Source: Light novel,Premiered: Fall 2015,"Members: 426,002"
b'Saenai Heroine no Sodatekata Fine',8.46,Episodes: 1,,Studios: CloverWorks,Source: Light novel,,"Members: 144,213"
b'Steins;Gate Movie: Fuka Ryouiki no Dj vu\nSteins;Gate: The Movie  Load Region of Dj Vu',8.46,Episodes: 1,,Studios: White Fox,Source: Visual novel,,"Members: 524,579"
"b""Vivy: Fluorite Eye's Song\nVivy -Fluorite Eye's Song-""",8.46,Episodes: 13,,Studios: Wit Studio,Source: Original,Premiered: Spring 2021,"Members: 397,720"
b'Karakai Jouzu no Takagi-san 3\nTeasing Master Takagi-san',8.46,Episodes: 12,,Studios: Shin-Ei Animation,Source: Manga,Premiered: Winter 2022,"Members: 109,363"
b'Mahou Shoujo MadokaMagica Movie 3: Hangyaku no Monogatari\nPuella Magi Madoka Magica the Movie: Rebellion',8.46,Episodes: 1,,Studios: Shaft,Source: Original,,"Members: 331,314"
b'Golden Kamuy 3rd Season\nGolden Kamuy Season 3',8.45,Episodes: 12,,Studios: Geno Studio,Source: Manga,Premiered: Fall 2020,"Members: 120,554"
b'Haikyuu!!\nHaikyu!!',8.45,Episodes: 25,,Studios: Production I.G,Source: Manga,Premiered: Spring 2014,"Members: 1,646,071"
b'Kotarou wa Hitorigurashi\nKotaro Lives Alone',8.45,Episodes: 10,,Studios: LIDENFILMS,Source: Manga,,"Members: 23,483"
b'YuuYuuHakusho\nYu Yu Hakusho: Ghost Files',8.45,Episodes: 112,,Studios: Studio Pierrot,Source: Manga,Premiered: Fall 1992,"Members: 584,153"
b'Mushishi Zoku Shou: Odoro no Michi\nMushishi Path of Thorns',8.44,Episodes: 1,,Studios: Artland,Source: Manga,,"Members: 88,936"
b'Saiki Kusuo no -nan 2\nThe Disastrous Life of Saiki K. 2',8.44,Episodes: 24,,"Studios: J.C.Staff, Egg Firm",Source: Manga,Premiered: Winter 2018,"Members: 518,398"
b'Wu Liuqi Zhi Xuanwu Guo Pian\nScissor Seven',8.44,Episodes: 10,,"Studios: None found, add some",Source: Original,,"Members: 30,732"
b'Gintama: Yorinuki Gintama-san on Theater 2D',8.44,Episodes: 2,,Studios: Sunrise,Source: Manga,,"Members: 38,452"
"b""JoJo no Kimyou na Bouken Part 3: Stardust Crusaders 2nd Season\nJoJo's Bizarre Adventure: Stardust Crusaders - Battle in Egypt""",8.44,Episodes: 24,,Studios: David Production,Source: Manga,Premiered: Winter 2015,"Members: 898,074"
b'Grand Blue\nGrand Blue Dreaming',8.43,Episodes: 12,,Studios: Zero-G,Source: Manga,Premiered: Summer 2018,"Members: 613,901"
b'Kono Oto Tomare! 2nd Season\nKono Oto Tomare!: Sounds of Life Season 2',8.43,Episodes: 13,,Studios: Platinum Vision,Source: Manga,Premiered: Fall 2019,"Members: 131,692"
b'Koukaku Kidoutai: Stand Alone Complex\nGhost in the Shell: Stand Alone Complex',8.43,Episodes: 26,,Studios: Production I.G,Source: Manga,Premiered: Fall 2002,"Members: 360,613"
b'Mononoke',8.43,Episodes: 12,,Studios: Toei Animation,Source: Original,Premiered: Summer 2007,"Members: 270,974"
b'Saiki Kusuo no -nan\nThe Disastrous Life of Saiki K.',8.43,Episodes: 120,,"Studios: J.C.Staff, Egg Firm",Source: Manga,Premiered: Summer 2016,"Members: 882,247"
b'Sayonara no Asa ni Yakusoku no Hana wo Kazarou\nMaquia: When the Promised Flower Blooms',8.42,Episodes: 1,,Studios: P.A. Works,Source: Original,,"Members: 344,245"
b'Yoru Ni Kakeru\nRacing Into The Night',8.42,Episodes: 1,,"Studios: None found, add some",Source: Other,,"Members: 10,615"
b'Major S5',8.42,Episodes: 25,,Studios: SynergySP,Source: Manga,Premiered: Winter 2009,"Members: 64,511"
b'Holo no Graffiti\nHolo Graffiti',8.41,Episodes: Unknown,,Studios: Hololive Production,Source: Other,,"Members: 43,350"
b'Kara no Kyoukai 7: Satsujin Kousatsu (Go)\nthe Garden of sinners Chapter 7: Murder Speculation Part B',8.41,Episodes: 1,,Studios: ufotable,Source: Light novel,,"Members: 187,479"
b'Kaze ga Tsuyoku Fuiteiru\nRun with the Wind',8.41,Episodes: 23,,Studios: Production I.G,Source: Novel,Premiered: Fall 2018,"Members: 254,359"
b'Natsume Yuujinchou Movie: Utsusemi ni Musubu\nNatsume Yujin-cho the Movie: Ephemeral Bond',8.41,Episodes: 1,,Studios: Shuka,Source: Manga,,"Members: 58,572"
b'Shingeki no Kyojin: Kuinaki Sentaku\nAttack on Titan: No Regrets',8.41,Episodes: 2,,Studios: Wit Studio,Source: Visual novel,,"Members: 433,730"
b'Tensei shitara Slime Datta Ken 2nd Season\nThat Time I Got Reincarnated as a Slime Season 2',8.41,Episodes: 12,,Studios: 8bit,Source: Manga,Premiered: Winter 2021,"Members: 696,265"
b'Violet Evergarden Gaiden: Eien to Jidou Shuki Ningyou\nViolet Evergarden I: Eternity and the Auto Memory Doll',8.41,Episodes: 1,,Studios: Kyoto Animation,Source: Light novel,,"Members: 318,187"
b'Natsume Yuujinchou Roku Specials',8.40,Episodes: 2,,Studios: Shuka,Source: Manga,,"Members: 39,237"
b'Non Non Biyori Nonstop',8.40,Episodes: 12,,Studios: SILVER LINK.,Source: Manga,Premiered: Winter 2021,"Members: 97,836"
b'3-gatsu no Lion\nMarch Comes In Like a Lion',8.40,Episodes: 22,,Studios: Shaft,Source: Manga,Premiered: Fall 2016,"Members: 589,547"
b'Chihayafuru 2',8.40,Episodes: 25,,Studios: Madhouse,Source: Manga,Premiered: Winter 2013,"Members: 210,598"
b'Cross Game',8.40,Episodes: 50,,Studios: SynergySP,Source: Manga,Premiered: Spring 2009,"Members: 113,040"
b'Fumetsu no Anata e\nTo Your Eternity',8.40,Episodes: 20,,Studios: Brain's Base,Source: Manga,Premiered: Spring 2021,"Members: 647,591"
b'Gintama: Aizome Kaori-hen',8.40,Episodes: 2,,Studios: Bandai Namco Pictures,Source: Manga,,"Members: 73,055"
b'Houseki no Kuni (TV)\nLand of the Lustrous',8.40,Episodes: 12,,Studios: Orange,Source: Manga,Premiered: Fall 2017,"Members: 379,061"
b'Hunter x Hunter',8.40,Episodes: 62,,Studios: Nippon Animation,Source: Manga,Premiered: Fall 1999,"Members: 511,196"
b'Kaguya-sama wa Kokurasetai: Tensai-tachi no Renai Zunousen\nKaguya-sama: Love is War',8.40,Episodes: 12,,Studios: A-1 Pictures,Source: Manga,Premiered: Winter 2019,"Members: 1,351,376"
"b""Kobayashi-san Chi no Maid Dragon S\nMiss Kobayashi's Dragon Maid Season 2""",8.40,Episodes: 12,,Studios: Kyoto Animation,Source: Manga,Premiered: Summer 2021,"Members: 420,895"
b'Baccano!',8.39,Episodes: 13,,Studios: Brain's Base,Source: Light novel,Premiered: Summer 2007,"Members: 815,932"
b'Barakamon',8.39,Episodes: 12,,Studios: Kinema Citrus,Source: Web manga,Premiered: Summer 2014,"Members: 587,133"
"b""Tian Guan Ci Fu\nHeaven Official's Blessing""",8.39,Episodes: 11,,Studios: Haoliners Animation League,Source: Web novel,,"Members: 87,760"
b'Usagi Drop\nBunny Drop',8.39,Episodes: 11,,Studios: Production I.G,Source: Manga,Premiered: Summer 2011,"Members: 445,148"
b'Yahari Ore no Seishun Love Comedy wa Machigatteiru. Kan\nMy Teen Romantic Comedy SNAFU Climax!',8.39,Episodes: 12,,Studios: feel.,Source: Light novel,Premiered: Summer 2020,"Members: 580,848"
